created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Mar 01 18:38:38 +0000 2024;1763634972144042063;"@Zer0Failed You know what, di bibir yang handal, kejadian seperti ini lah yang bisa diracik menjadi justifikasi percepatan pemindahan ibukota segera mungkin. We're so fu*k up";0;0;0;0;in;1636628880047116288;1763233009963348194;ar_ief2;https://twitter.com/ar_ief2/status/1763634972144042063
Fri Mar 01 15:31:42 +0000 2024;1763587925672165569;"@asfan_warah Loh tugasnya membereskan banjir jakarta supaya menjadi alasan yg sangat masuk akal untuk pemindahan ibukota, jangan salah faham, sudah benar dan berhasil tugas Heru, Nggak percaya? Coba cek sumur resapan dan pompa pompa, ada masalah apa disana.";0;1;0;8;in;1140095241174650880;1763383672735162798;ekologic4;https://twitter.com/ekologic4/status/1763587925672165569
Fri Mar 01 14:51:11 +0000 2024;1763577730065682567;"Presiden Jokowi memastikan pemindahan ASN ke Ibu Kota Nusantara di Kalimantan Timur mulai Juli 2024 https://t.co/tPy2q8S0ju #IKN #ibukota #beritaterkini #beritaterbaru";0;0;0;0;in;103551225;1763577730065682567;tribunkaltim;https://twitter.com/tribunkaltim/status/1763577730065682567
Fri Mar 01 11:11:25 +0000 2024;1763522424682025385;"Karena pemindahan Ibukota ini memerlukan aspirasi tiap masyarakat di seluruh penjuru Riau, yang mana dilakukan oleh Penyelidik Penetapan Ibukota Daerah Swantantra Tingkat I Riau.  Bayangkan hutan hujan tropis lebat, rawa, ketiadaan jalur transportasi memadai, dan baru beres PRRI!";0;1;0;0;in;2700569804;1763522417174159525;catatanrivai;https://twitter.com/catatanrivai/status/1763522424682025385
Fri Mar 01 08:59:23 +0000 2024;1763489196528836638;"Banjir ngerusak Asset Pemda DKI yg sdh susah payah dibangun dan dipercantik oleh Pak Anies.   Pembiaran ini disinyalir untuk memperkuat alasan Pemerintah Pusat untuk membenarkan pemindahan Ibukota.   Pecat Heru, ga bs apa2, fotonya tersebar di fasum2 karya Anies.";0;0;0;0;in;1747896776060010497;1763489196528836638;Darkot24;https://twitter.com/Darkot24/status/1763489196528836638
Thu Feb 29 18:24:06 +0000 2024;1763268926929342938;"@kumparan Upaya #mau3periode dari Joko W... Sebagai kelanjutan dari Presiden China, Xi Jinping yang telah kembali berkuasa untuk 3(tiga) periode. Juga kaitannya upaya #pemindahan Ibukota Negara RI ke Kalimantan, selain proyek Kereta Cepat Indonesia China (KCIC) Jakarta - Bandung. 🥺";0;1;0;0;in;1473292124;1762792583192002717;at_FREDERICH;https://twitter.com/at_FREDERICH/status/1763268926929342938
Thu Feb 29 13:02:13 +0000 2024;1763187919538491651;"heru budi nih sengaja kali ya membentuk citra jakarta galayak lagi karena selalu banjir, jadi biar orang-orang menganggap pemindahan ibukota ke ikn bukan jadi sebuah permasalahan.";0;0;0;1;in;1184521798378913792;1763187919538491651;friscaaditar;https://twitter.com/friscaaditar/status/1763187919538491651
Thu Feb 29 07:50:36 +0000 2024;1763109498619863268;"@bengkeldodo Kalau IKN 100% wajib jadi sy mendukung pemindahan Ibukota Negara Nusantara";0;0;0;0;in;409343156;1762727662588670421;DolangMas;https://twitter.com/DolangMas/status/1763109498619863268
Wed Feb 28 12:55:12 +0000 2024;1762823768190431457;"Cukup beralasan mengapa pemindahan ibukota akan berlaku tahun ini...";0;0;0;2;in;549855423;1762823768190431457;5kiOnD1splay;https://twitter.com/5kiOnD1splay/status/1762823768190431457
Wed Feb 28 04:31:58 +0000 2024;1762697125358702938;"Suatu saat anak2mu atau cucu2mu akan merasa malu dgn jejak digital dari cuitanmu ketika mereka merasakan manfaat pemerataan pembangunan termasuk pemindahan ibukota. Hanya orang2 picik dan buta hatinya selalu melihat kekurangan tapi ikut merasakan keuntungan.";0;0;0;2;in;816836648;1762697125358702938;Harry_Bawole;https://twitter.com/Harry_Bawole/status/1762697125358702938
Wed Feb 28 01:42:43 +0000 2024;1762654532126081271;"@redbrownsugar @670_lina16726 @istricute @jellypastaa Gk. Isu pemindahan ibukota dh dari lama. Dan Jokowi itu terobsesi sm legacy. Gk ada hub-nya sm Anies.";0;1;0;0;in;143814791;1762407310830526911;dabelyu97;https://twitter.com/dabelyu97/status/1762654532126081271
Tue Feb 27 16:03:44 +0000 2024;1762508823515005071;"@autobots5699 Krn jaman sby blom ada hilirisasi SDA,freport/petral masih di kuasai amerika, belum ada pembangunan infrastruktur masif, belum ada program pemindahan ibukota, shingga tdk ada yg perlu di cemaskan, dan waktu itu capresnya Prabowo &amp  jokowi yg jelas2 cinta negara 100%, beda bro";0;1;0;0;in;815290931003826176;1762402336700571721;blantik_pedhet2;https://twitter.com/blantik_pedhet2/status/1762508823515005071
Tue Feb 27 13:16:41 +0000 2024;1762466784958091403;"Jakarta udah ga ideal lagi untuk menjadi ibukota negara dimana ekonomi sama pemerintahan jadi satu disana, ditambah sekarang datarannya lebih rendah daripada permukaan laut. Perencanaan pemindahan ibukota udah dari lama banget direncanakan, even Presiden pertama jg blg idealnya";0;1;0;0;in;1288322494894546945;1762466784958091403;ibucoast;https://twitter.com/ibucoast/status/1762466784958091403
Sat Feb 24 01:36:57 +0000 2024;1761203529224790220;"@RenataOlivvr21 ayo kawal proses pemindahan Ibukota #PindahIbuKota";0;0;0;0;in;1716299210994372608;1761148849434042431;ArdanMisae;https://twitter.com/ArdanMisae/status/1761203529224790220
Fri Feb 23 05:13:08 +0000 2024;1760895544820731999;"“pemindahan ibukota jakarta tidak perlu”  Warga jakarta saat pergi dan pulang kerja:";0;0;0;0;in;891272689930846208;1760895544820731999;watingoohsehun;https://twitter.com/watingoohsehun/status/1760895544820731999
Thu Feb 22 17:26:02 +0000 2024;1760717599158194317;"@Jeunniva619 @datisy @convomfs Tapi tapi lahan yg dijadikan IKN itu hutan industri. Belajar geografi gih biar paham gimana pentingnya pemindahan Ibukota Jakarta dan adanya IKN";0;0;0;0;in;1341384533434744833;1760526399268589744;__manakutau;https://twitter.com/__manakutau/status/1760717599158194317
Thu Feb 22 01:18:32 +0000 2024;1760474116258472360;"Met pagi.   Rencana pemindahan ibukota ke IKN menuai isu sosial dan politik yang kompleks.   Representasi masyarakat adat dalam pembangunan IKN yang sangat minim, membuat was-was akan peminggiran warga lokal.   Perlu pertimbangan lagi si untuk pemindahan ibukota ini.";0;0;1;1;in;1278195993796698112;1760474116258472360;jurno_id;https://twitter.com/jurno_id/status/1760474116258472360
Tue Feb 20 00:45:34 +0000 2024;1759741046655959463;"@enthrallingyou @dewapuci @AbuRoufan @chocoffeeyyy Kalo memang pindah ibukota dari jaman soekarno kenapa baru jaman jkw pemindahan ini dibahas? Dan pada masa mau jadi capres 2019, pak jkw juga knp ngga bahas soal ikn ini? Terus kenapa kok pembahasan ikn, apalagi soal UU IKN ini termasuk yg sistem kebut?";0;1;0;0;in;1732419622555570176;1759024792211267975;privlooklook;https://twitter.com/privlooklook/status/1759741046655959463
Sun Feb 18 06:45:08 +0000 2024;1759106757635535020;"@sociotalker Kota ini akhirnya akan sama nasibnya dg ngr lain, china bahkan batalkan pemindahan ibukota stlh covid pdhl duit mrk banyak";0;0;0;0;in;134638027;1758859869355151650;samsuhu;https://twitter.com/samsuhu/status/1759106757635535020
Sun Feb 18 05:40:45 +0000 2024;1759090554229653816;"@aslijawasejati jadi di negara mana yang sekitarnya dapet dampak ekonomi signifikan pemindahan ibukota, bukan malah dapet ketimpangan yang besar?";0;2;1;15;in;1448467196942843907;1758857003995406825;sinkretisme_;https://twitter.com/sinkretisme_/status/1759090554229653816
Sun Feb 18 05:21:14 +0000 2024;1759085643186295252;"@sociotalker Mgkn perlu baca literatur planologi. Brasilia itu slh 1 cnth gagal pemindahan sbh ibukota. Ingat Brasilia jd ibukota di thn 1960 &amp  hingga 80an kotanya mati/sepi. Kini kotanya overpopulated dg byk slum areas. Masterplan IKN pelajari khusus kasus Brasilia, smg 🇮🇩 lbh baik dr mrk";0;1;0;3;in;1607232581598343170;1758859869355151650;gandrew76;https://twitter.com/gandrew76/status/1759085643186295252
Sun Feb 18 00:58:31 +0000 2024;1759019529802535121;"@susipudjiastuti @ismailfahmi Kebijakannya persis pemindahan ibu kota. Jakarta ga bisa ditangani ibukota pindah. Subsidi disunat oleh orang jahat Orang jahat yang ga bertanggung jawab dibiarkan, program subsidi diganti makan siang gratis.  Kalau ada orang yang jahat lagi mau ganti makan siangnya?";0;0;0;1;in;2840590861;1758674149348876514;manshur98;https://twitter.com/manshur98/status/1759019529802535121
Sat Feb 17 16:54:16 +0000 2024;1758897665142927407;"@ofmyl1fe @txtdrwumbo @ARSIPAJA Namanya juga pemindahan ibukota untuk pekerja ASN pusat. Prioritas utama ya investor &amp  tamu VIP. Baru sipil";0;0;0;0;in;1635588070149091330;1758834964014227924;UekyAgung;https://twitter.com/UekyAgung/status/1758897665142927407
Sat Feb 17 16:51:10 +0000 2024;1758896882947146010;"@ssswordz @hnwi2025 @ARSIPAJA Itu untuk komplex kerja pusat kebanyakan &amp  sipil. Kebanyakan pemindahan ibukota di luar negeri gagal itu karena bikin untuk warga kebanyakan jadinya jadi kegagalan &amp  sepi. Makanya langkah IKN memperkecil maksimal penghuni agar menghindari kegagalan.";0;0;0;1;in;1635588070149091330;1758834964014227924;UekyAgung;https://twitter.com/UekyAgung/status/1758896882947146010
Sat Feb 17 16:44:06 +0000 2024;1758895104994296276;"@xslbccdks_xoklt Tempatnya para elit. Lagi heran sih pemutusan pemindahan ibukota kok gk diadain jajak pendapat dlu? Rakyat gk dilibatin, tba2 udh ada aja uu ikn.";0;1;0;0;in;1064695349514653696;1758894666785960303;XoLoeyyy61;https://twitter.com/XoLoeyyy61/status/1758895104994296276
Sat Feb 17 09:03:16 +0000 2024;1758779134891933813;"Progres pembangunan serta pemindahan Ibukota Nusantara (IKN) tidak akan berdampak pada DKI Jakarta. Pernyataan tersebut dikemukakan Direcktur Perencanaan Otorita IKN Agus Tomi Masik sebagai narasumber dalam rangka memperingati Hari Pers Nasional.   https://t.co/0V4HggI3Dg";0;0;0;1;in;1642901922553417728;1758779134891933813;DemokrasiNewsco;https://twitter.com/DemokrasiNewsco/status/1758779134891933813
Sat Feb 17 02:54:40 +0000 2024;1758686370166669712;"@nggusel @by_amaa @undipmenfess Ga tau berhubungan atau enggak, tapi pembangunan IKN dan pemindahan ibukota menurutku sebagai simbol awal pemerataan, jadi ga Jawa sentris. Semoga pembangunan fasilitas umum di daerah non Jawa termasuk sekolah, ke depannya diperhatikan, termasuk di Kupang ini.";0;0;0;0;in;1364108026274193409;1758644149589545407;LyliSpider;https://twitter.com/LyliSpider/status/1758686370166669712
Fri Feb 16 16:14:24 +0000 2024;1758525242476261797;"@qityqity126167 @sutomoagus92 @FaGtng @jokowi Kocak ditunda.. lu kira smua dana nya dr apbn? Itu udh direncanakan dr lama. Bahkan dr jaman soekarno lgi dirncnakan pemindahan ibukota. udah disetujui dpr juga,udh disiapkan anggarannya. Koalisi perubahan. Merubah rubah Indonesia 🤣";0;0;0;0;in;1735239287699034112;1758298872366190930;revndra26;https://twitter.com/revndra26/status/1758525242476261797
Fri Feb 16 12:04:59 +0000 2024;1758462476725981524;"@kurawa Klau Kalimantan jelas gak bakalan dukung dia krna IKN Liat saja di Kalimantan suaranya Pak Jokowi org yg selalu ingin mmbngun pemindahan ibukota di Kalimantan...";0;0;0;0;in;1322350674;1758122365899391256;Ozie22chelsea;https://twitter.com/Ozie22chelsea/status/1758462476725981524
Thu Feb 15 12:29:27 +0000 2024;1758106244420907288;"Gue loh anak Kalimantan. Betapa bangganya orang Kalimantan ttg IKN yg mau dibangun. Orang Sulawesi jg ikut kecipratan. Jawa sentris mau disudahi. Harusnya paslon paling kiri gak usah framing menolak pemindahan ibukota. Itu suara Kalimantan-Sulawesi apa gak diperhitungkan 😌";0;0;0;0;in;42180113;1758106244420907288;namagueyusdi;https://twitter.com/namagueyusdi/status/1758106244420907288
Thu Feb 15 09:50:21 +0000 2024;1758066205469151242;"@TsamaraDKI Cabut UU cipnaker, perkuat KPK dan batalkan pemindahan ibukota, baru kita bisa berteman..";0;0;0;0;in;763198066090319872;1757693813169271177;DonnySamran;https://twitter.com/DonnySamran/status/1758066205469151242
Thu Feb 15 08:54:57 +0000 2024;1758052262507848060;"@dewangga261 @jwscldh @PartaiSocmed @dd_3388_oo @ganjarpranowo Rumornya mau ditunjuk langsung sama presiden gegara pemindahan ibukota/ peralihan DKI ke DKJ";1;1;0;0;in;1539511798264582144;1758016635460636885;NescafeAmer;https://twitter.com/NescafeAmer/status/1758052262507848060
Wed Feb 14 22:01:09 +0000 2024;1757887732213580043;"@kadyasandya @itbfess Yee dipikir2, lu kira org yg mau ngebangun ikn ga dipikir2? Mereka udh puluhan taun kali mikirin pemindahan ibukota dibanding lu yg dipikir"nya cmn sejam https://t.co/q5xgkA2Evg";0;1;0;3;in;1702599424369987584;1757614404844310639;xiviiera;https://twitter.com/xiviiera/status/1757887732213580043
Wed Feb 14 21:04:28 +0000 2024;1757873466202792356;"@ryukugyuyuyu @kadyasandya @itbfess kalo memang sebagai usulan juga kureng si kak, pemindahan ibukota selain dana yang besar juga resikonya tinggi, dan ga semua pulau cocok utk dijadikan ibukota karena satu dan lain hal, ada kok negara yg gagal pindah ibukota grgr sehabis pindah malah kondisi ekonominya buruk";0;0;0;9;in;1744165645246398464;1757614404844310639;noyassycas;https://twitter.com/noyassycas/status/1757873466202792356
Wed Feb 14 18:19:05 +0000 2024;1757831846854038003;"@erysantoso @fier_blake @JokoHQ Ada 2 opsi kalau lu mau pal anies jdi calgub d jkt 1.RUU gubernur ibukota Indonesia di tunjuk President di tolak DPR 2. Jika RUI di sahkan sebagian warga jkt harus mempercepat pemindahan ibu kota ke IKN  Kalau 2 opsi itu tdk terpenuhi yah wassalam";0;1;0;1;in;839514504576708608;1757694376925651138;joniavtar;https://twitter.com/joniavtar/status/1757831846854038003
Wed Feb 14 12:23:42 +0000 2024;1757742411344912470;"seriously asking soalnya gue beneran gagal paham sama gagasan "pemindahan ibukota"";0;0;0;0;in;854649888662896644;1757742408320848005;voldemortnyel;https://twitter.com/voldemortnyel/status/1757742411344912470
Tue Feb 13 04:05:34 +0000 2024;1757254661952929907;"maksudnya tidak berbuat banyak untuk membantu pemindahan ibukota dr jkt ke IKN?";0;1;0;0;in;92475869;1757254661952929907;lakstyo;https://twitter.com/lakstyo/status/1757254661952929907
Tue Feb 13 03:30:57 +0000 2024;1757245952971419790;"UNDANGAN DISKUSI PUBLIK  Hai #KawanBRIN   Pemindahan Ibukota Negara ke Kalimantan Timur telah menjadi salah satu topik debat, diskusi dan kampanye oleh para paslon capres dan cawapres dalam Pemilu 2024. https://t.co/2NgwYnwXks";2;1;2;7;in;280895955;1757245952971419790;PolitikBRIN;https://twitter.com/PolitikBRIN/status/1757245952971419790
Mon Feb 12 04:16:02 +0000 2024;1756894910068957229;"Saya juga takut jika salah satu calon menang akan membatalkan proses pemindahan IKN ke Kalimantan. Kami lelah sebagai orang daerah yang selalu " dilacurkan " karena sumber daya alamnya , tidak pernah dapat perhatian lebih ketimbang pulau dimana ibukota negara sekarang berada.";0;0;0;0;in;153685891;1756894910068957229;ariowd;https://twitter.com/ariowd/status/1756894910068957229
Sun Feb 11 12:44:17 +0000 2024;1756660426543353976;"@selenomoonx @UGM_FESS Kalo perancangannya bener, secara filosofis pemindahan ibukota ke Kalimantan itu pilihan tepat kok.";0;0;0;0;in;3238072524;1756357732259753986;yaudeee;https://twitter.com/yaudeee/status/1756660426543353976
Sun Feb 11 03:22:32 +0000 2024;1756519058395234306;"@UGM_FESS Brtahun2 Jakarta jadi ibukota. Perantauan sangat iconic untuk pergi ke sini karena kotanya yg sudah mapan.  Pemindahan IKN ke Kalimantan yg awalnya untuk pemerataan populasi, sepertinya ngga juga. Justru orang2 di pulau Jawa yg populasinya paling tinggi udh terlalu nyaman di jawa";0;1;0;0;in;1311505694495928320;1756357732259753986;starsartt;https://twitter.com/starsartt/status/1756519058395234306
Sun Feb 11 00:04:56 +0000 2024;1756469329288429830;"@UGM_FESS 1 IKN, bisa buat pembangunan kota yg udah ada buat jadi pusat ekonomi baru. makin banyak distrik ekonomi baru=makin makmur.  kalo tujuan pembangunan IKN buat pemerataan, mending bangun 40 pusat ekonomi baru. gada sejarah pemindahan ibukota dgn niat pemerataan itu berhasil";0;0;0;0;in;1350070725852372999;1756357732259753986;alfariz101214;https://twitter.com/alfariz101214/status/1756469329288429830
Sat Feb 10 10:56:00 +0000 2024;1756270786997055895;"@MCmiiw @yw_w94 @tubirfess iya emng ada gagasan seperti itu, tapi untuk sekarang pemindahan ibukota dengan membuka lahan baru terlalu berlebihan, menumbalkan kepentingan rakyat buat menuhin ego tirani";0;0;0;2;in;1534824262501928961;1756202569716920758;Byaktalann;https://twitter.com/Byaktalann/status/1756270786997055895
Sat Feb 10 00:22:33 +0000 2024;1756111373631918224;"@nailafahiraa nell, maap banget. pemerataan di daerah2 harus dengan pemindahan ibukota yaa? Maksudnya kenapa ga pembangunan infrastruktur yg memadai, transportasi terintegrasi aja dulu gitu loh.   tapi soal kondisi geografis di jakarta yg tanahnya mulai menurun jg bener sih.";0;1;0;1;in;2589138235;1756105419335074229;callmecemumz;https://twitter.com/callmecemumz/status/1756111373631918224
Wed Feb 07 02:42:10 +0000 2024;1755059345392533767;"hmm bener jg ya.. apa emang pemerataan pembangunan harus dengan jalan pemindahan ibukota? 🤔🤔";0;4;0;2;in;1305505411970134022;1755059345392533767;epilogsemu;https://twitter.com/epilogsemu/status/1755059345392533767
Tue Feb 06 19:48:29 +0000 2024;1754955242394001627;"@gzst_hzzs1 @crossthezee sia" kta siapaa😭 itu ikn udh ada uu nya yg otomatis mau gamau kudu diselesaiin.dia bkl kaji ulang tp emg bkn buat pemindahan ibukota bencinya diilangin mba, susah nerima fakta klo kyk gt";0;4;0;0;in;1695497430413033472;1754744893384384529;faartthetic;https://twitter.com/faartthetic/status/1754955242394001627
Tue Feb 06 18:32:15 +0000 2024;1754936056007582041;"@EdyKiantolol @ARSIPAJA Loh kok diem?🤣🤣🤣🤣 Jadi gini ya bloon, intinya Ahok gak setuju pemindahan ibukota. Mau itu si Jkw kek yg bangun, mo si Trump atau Putin kek.. Ahok aslinya gak setuju.  Berhubung lu bloon, gak paham bhw Ahok dlm tekanan (masuk penjara dan hrs manut dulu), ya duarrr otak lu🤣 https://t.co/Mdga9LqlVu";0;1;1;2;in;1678829173266345985;1754757081805234640;YukSupport03;https://twitter.com/YukSupport03/status/1754936056007582041
Tue Feb 06 16:05:00 +0000 2024;1754898999314985239;"ya bnr sis ketimpangan antara pulau jawa &amp  luar jawa nyata adanya, tapi pemilihan tmpt yg akan digunakan untuk ibukota baru itu loh yg dipermasalahkan, pemindahan ibukota di luar jawa gk hrs dari 0 dgn buka lahan hutan gini karena bisa berdampak pd ruang hidup satwa &amp  masyarakat https://t.co/80KxCC9vva";0;0;0;0;in;1591651142827937793;1754898999314985239;bluuberrypies;https://twitter.com/bluuberrypies/status/1754898999314985239
Tue Feb 06 08:42:04 +0000 2024;1754787530883604975;"@wellymerukh Nah secara ga langsung ahok mengakui kalo ga setuju pemindahan ibukota";0;0;0;0;in;174572934;1754510984511951136;BagusAnfield;https://twitter.com/BagusAnfield/status/1754787530883604975
Tue Feb 06 07:41:41 +0000 2024;1754772333511020626;"@wellymerukh Ahok mendukung Anies dgn tidak setujunya pemindahan ibukota";0;0;0;0;in;4070195953;1754510984511951136;Fashionesiaasia;https://twitter.com/Fashionesiaasia/status/1754772333511020626
Tue Feb 06 07:40:12 +0000 2024;1754771963065897141;"Ahok mendukung Anies karena tidak setuju dgn pemindahan Ibukota.";0;0;0;0;in;4070195953;1754771963065897141;Fashionesiaasia;https://twitter.com/Fashionesiaasia/status/1754771963065897141
Tue Feb 06 06:57:25 +0000 2024;1754761197159882956;"Si ibu bilang wowowiwi melanjutkan cita-cita Soekarno.  Pak Ahok: "Aduh, ibu..." 🤣🤣🤣🤣🤣🤣  Tapi jadi mikir. Berarti ada orang-orang yang termakan propaganda bahwa pemindahan ibukota=mimpi Soekarno.  Hmm.....";0;0;0;0;in;1287627886820646912;1754761197159882956;shorijillo;https://twitter.com/shorijillo/status/1754761197159882956
Tue Feb 06 01:51:43 +0000 2024;1754684264627794363;"@democrazymedia Jelas prabowo pro israel ,hubungan baik sdh dia jalin dgn isrewel sejak masih perwira menengah, kini kita bisa liat dukungan prabowo pd isrewel soal pemindahan ibukota nya ke yerusalem";0;0;0;0;in;1301816831284400138;1751500364384514345;DargonoG;https://twitter.com/DargonoG/status/1754684264627794363
Tue Feb 06 01:45:34 +0000 2024;1754682716480815240;"@democrazymedia Prabowo adalah pendukung utama pemindahan ibukota israel ke yerusalem ini jelas melukai perasaan umat islam https://t.co/BxnlRCmHGT";0;0;0;0;in;1301821907486912512;1751500364384514345;CakNoris15;https://twitter.com/CakNoris15/status/1754682716480815240
Mon Feb 05 23:59:09 +0000 2024;1754655936583700541;"@hiimurtear Bisa jadi sih sotau akunyamah, tapi mungkin jauh lebih minim diusulkan, karena aku pahamnyamah si wacana kek pemindahan ibukota giniteh bukan hal baru, dari jaman sby juga ada kalau gasalah";0;1;0;0;in;363667221;1754222606348394938;GAdrifiona;https://twitter.com/GAdrifiona/status/1754655936583700541
Mon Feb 05 00:26:30 +0000 2024;1754300430455361947;"karena mengusung perubahan, tentu gagasan yang ditawarkan itu sangat berbeda dengan pemerintahan yang ada, contohnya pasangan ini tidak setuju dengan adanya pemindahan ibukota negara dari jakarta ke IKN, dan mengutamakan pendidikan serta penguatan dasar masyarakat Indonesia";0;1;0;0;in;1518259372094214144;1754296868706947088;mystoicisme;https://twitter.com/mystoicisme/status/1754300430455361947
Sun Feb 04 17:47:21 +0000 2024;1754199980200607880;"@not_ur_fav_boy @anotheryounk @dodosoo15 Ya jangan tanya ke saya soal itu.  Lha sekarang jokowi mau mindahin ke ikn aja banyak orang yg buta literasi pada protes.   Dari jaman sukarno bahkan suharto pemindahan ibukota cuma wacana meskipun jakarta kian waktu kian merana dgn bertambahnya jumlah penduduk";0;0;0;0;in;83340410;1753802004365967739;axlent;https://twitter.com/axlent/status/1754199980200607880
Sun Feb 04 14:31:06 +0000 2024;1754150594187841936;"@not_ur_fav_boy @anotheryounk @dodosoo15 Which is? Hehe pake istilah ‘yang mana’ aja masbro  Spt yg udah saya komen, narasi pemindahan ibukota itu udah puluhan tahun lalu ada dari sebelum era sukarno bahkan dari era voc.  Kayaknya narasi ibukota pindah lalu jakarta hancur dalam bencana itu cuman pemikiran anda";0;1;0;0;in;83340410;1753802004365967739;axlent;https://twitter.com/axlent/status/1754150594187841936
Sun Feb 04 13:44:04 +0000 2024;1754138757492789518;"@not_ur_fav_boy @anotheryounk @dodosoo15 Wah yg fanatik saya atau anda?  Tau ga, ide pemindahan ibukota itu udah dari jaman sukarno loh. Jakarta udah masuk dalam jajaran ibukota yg harus dipindahkan karena terancam tenggelam beberapa dekade lagi.  Ya kali nunggu tenggelam dulu baru sibuk mindahin ibukota";0;1;0;0;in;83340410;1753802004365967739;axlent;https://twitter.com/axlent/status/1754138757492789518
Sun Feb 04 13:02:16 +0000 2024;1754128236978806894;"@ruangkonflik @beringinpanas @pwettygirl0 @guntur_alvr @duhkuk @brandal_baru @keshiramair Iya, pembangunan dan pemerataan pastinya juga mau kita rasakan tapi kalau yang dijadiin atensi dalam pembangunannya itu lebih ke fasilitas yang digunakan ASN, tentunya rakyat lebih lama untuk ngerasaiin manfaatnya sedangkan pemindahan ibukota kan buat rakyatnya bukan ASN-nya.";0;1;0;2;in;1476891059514855425;1753823302928507190;donotdial;https://twitter.com/donotdial/status/1754128236978806894
Sun Feb 04 10:55:07 +0000 2024;1754096237740278058;"@beringinpanas @pwettygirl0 @guntur_alvr @duhkuk @brandal_baru @keshiramair Iya makanya sebagai warga Kaltim, aku ngerasa IKN kalau prioritasnya bukan untuk pembangunan fasilitas buat rakyat sih mendingan ga perlu didahulukan karena urgensi-nya ga relate sama pemerataan yang jadi tujuan utama pemindahan ibukota pada awalnya.";0;1;0;1;in;1476891059514855425;1753823302928507190;donotdial;https://twitter.com/donotdial/status/1754096237740278058
Sun Feb 04 10:50:13 +0000 2024;1754095007135572107;"@MadameSuga UUD Cipta kerja, Pemindahan Ibukota, BBM Naik tiba tiba, UUD ITE, indonesia jadi wakanda.";0;0;0;0;in;1063438520474324993;1753943680287916286;cegidot;https://twitter.com/cegidot/status/1754095007135572107
Sun Feb 04 10:27:41 +0000 2024;1754089332993081437;"@zarryhendrik Dua² nya gak salah. Jadi yang salah itu yang mana ? Oh iya saya yang salah. IKN itu digagas oleh pak jokowi. Gagasan Pemindahan ibukota udah dari dulu. Menghemat anggaran kan emang bukan hanya pemilu satu putaran. https://t.co/QRLyH5chFn";0;0;0;1;in;1304491010802683904;1754019277911515392;_rifqif;https://twitter.com/_rifqif/status/1754089332993081437
Sun Feb 04 09:10:07 +0000 2024;1754069813406949522;"@PKSejahtera keduanya lah, pemilu 1 putaran dan reevaluasi pemindahan ibukota negara..";0;0;0;0;in;1514797385708630018;1753776428406177915;viemoz_;https://twitter.com/viemoz_/status/1754069813406949522
Sun Feb 04 08:40:12 +0000 2024;1754062284970975429;"@rhprawira @strike_bravo_b Cuma udah ga terhindarkan sih pemindahan ibukota ini, cuma kenapa buru buru bener dah, kaya dikejar apaan aja";0;0;0;0;in;477515927;1753620212778471781;FarrelAb_;https://twitter.com/FarrelAb_/status/1754062284970975429
Sun Feb 04 07:19:31 +0000 2024;1754041980290756616;"Sudah kubilang, emang ada masalah di otak mereka ini, menjadikan pemindahan ibukota sebagai tolak ukur kemajuan  👇";0;0;0;0;in;2907385429;1754041980290756616;Oskar_Odding;https://twitter.com/Oskar_Odding/status/1754041980290756616
Sun Feb 04 06:01:49 +0000 2024;1754022427817066869;"aku ga perlu bahas alasan logis pemindahan ibukota deh, kuyakin kamu sebenarnya ngerti jg alasannya, cuma gamau terima aja. tapi... kok bisa masih berani ngomong gini setelah cak Imin sendiri ikut tumpengan di ikn? jejak digital ada lho.";0;0;0;2;in;1431974314740305920;1754022427817066869;labriuraa;https://twitter.com/labriuraa/status/1754022427817066869
Sat Feb 03 23:06:27 +0000 2024;1753917895875109331;"Kenapa IKN Sepenting Itu? Melihat Lebih Dalam Pemindahan Ibukota Indonesia https://t.co/AAcwfTsX8v";0;0;0;0;in;1481427675839602688;1753917895875109331;bingkainasional;https://twitter.com/bingkainasional/status/1753917895875109331
Sat Feb 03 17:46:23 +0000 2024;1753837349254078802;"Coretan Kehidupan &amp  Kebahagiaan : Analisis Makroekonomi Pemindahan Ibukota Indonesia https://t.co/CHePgCeCty";0;0;0;0;in;1146354744941637632;1753837349254078802;kofisop;https://twitter.com/kofisop/status/1753837349254078802
Sat Feb 03 09:13:39 +0000 2024;1753708315782307961;"@si_ijall @239billion @sosmedkeras risetmu ambil negara mana bang? coba liat pemindahan ibukota di myanmar";0;0;0;0;in;1018489260133904387;1753065635620491503;MHDzaki15;https://twitter.com/MHDzaki15/status/1753708315782307961
Sat Feb 03 08:40:04 +0000 2024;1753699863869726954;"@DeilyUpdate @sosmedkeras proses pemindahan ibukota negara merupakan proses yang memakan waktu, masnya cek aja brazil yang dampak dari pemindahan ikn nya baru terasa 70 tahun kemudian, myanmar yang memindahkan kekuasaannya ke naypyidaw dari yangon tujuannya hanya untuk menjauhkan protester dr pemerintahan";0;0;0;0;in;1018489260133904387;1753065635620491503;MHDzaki15;https://twitter.com/MHDzaki15/status/1753699863869726954
